nombre,run,dv,correo,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Luisa Otero Madera",13882290,4,,T8GdK88xBle361h,"+56 2 8866 2116",1771,,,112000,3
"Daniela Carrasquillo Maya",8158009,7,,5Ih0SR1VnkFkfPS,"+56 2 7899 3740",7004,,,275000,7
"Adela Chavarría Quiñónez",8419924,9,,sI6zXlo1,"+56 9 0857 2468",9010,,,932000,1
"María del Carmen Miranda Rodríguez",29048218,0,,33qs7xCN,"+56 9 8265 3966",7451,,,351000,4
"Benjamín Bernal Badillo",11162070,0,,8u0UYr4lFf0KnS,"+56 9 0278 1523",278,,,511000,10
"Sta. Blanca Lira Arenas",7726582,2,,euh5xLM4Ysxdn,"+56 9 7775 6838",6249,,,755000,8
"Sr. Alberto Saiz Carbajal",10711076,6,,NvsDtP1fBcxun,"+56 9 0008 6632",7354,,,218000,1
"Jorge Luis Monroy Arguello",1170830,7,,hADj94S6q,"+56 9 2617 5846",8514,,,179000,4
"Mónica Ornelas Mojica",9931122,4,,nqHy16mxpCK,"+56 9 2944 1097",,,,525000,1
"Sr. Eloisa Laureano Valle",9764827,4,,6LFu6UTbDQ,"+56 2 6583 7783",,,,667000,6
"Sta. Esperanza Grijalva Alfaro",11976241,8,,VpPpjlsZun8XrqX,"+56 9 9240 6605",7361,,,578000,2
"Sta. Alfonso Gutiérrez Ceballos",5777537,0,,cp5LED3Y,"+56 2 3088 4941",7217,,,116000,6
"Federico Suárez Henríquez",29671869,5,,c8eQfkoswI,"+56 2 1724 7558",9138,,,137000,5
"Jesús Feliciano Castellanos",27033003,4,,Okbr6a93r1uUcOSp,"+56 2 4511 2785",,,,228000,6
"Sta. Cristian Solorio Araña",3689015,9,,tS6xcY9Dq6,"+56 2 8036 0728",7469,,,994000,1
"Arturo Hurtado Lovato",29162909,2,,WK8RROEWC1rm15,"+56 2 4202 6905",,,,469000,7
"Sta. Clemente Corrales Bétancourt",4853294,5,,h1WbHKAhuk8O0I,"+56 9 3248 0253",7837,,,153000,1
"Ana Duarte Alcántar",21402164,7,,ded6Nd95,"+56 2 6360 2614",6783,,,586000,5
"Natalia Fierro Caballero",29844183,2,,acHX69v656Md,"+56 2 8129 1041",6119,,,862000,10
"Cristian Calderón Negrete",22641776,3,,NoACz505FhhWO3,"+56 9 8932 1835",880,,,8000,9
"Rocio Hurtado Acuña",14418082,5,,74rvZlbdu,"+56 2 1352 6931",3469,,,38000,9
"Ignacio Badillo Guerrero",26370744,0,,0WgSZgsFZ5SG,"+56 2 2656 0545",6641,,,262000,9
"Enrique Urbina Mascareñas",1587370,6,,kk07Y15TfLEv6,"+56 9 7820 1840",9430,,,153000,3
"Pilar Feliciano Serna",5354600,0,,tF0l0bgVWKU,"+56 2 8703 8887",,,,622000,4
"Alfonso Navarro Piña",19449722,8,,Mb6t7hkInDGUAy,"+56 2 5998 0253",,,,523000,9
"Sta. Mario Fierro Aponte",15064856,7,,JAzp1qhmD,"+56 9 4424 2495",985,,,352000,8
"María Soledad Abeyta Griego",23579952,8,,PEMCg7N9hZ5t,"+56 9 3936 9280",9416,,,199000,8
"Pablo Reyes Juárez",9414925,7,,XCSk2KFHb,"+56 2 2348 6713",3716,,,40000,1
"Gregorio de Jesús Aponte",6241801,7,,GlM3mx3FXk7Ut,"+56 9 6213 1431",,,,967000,5
"Ramiro Mendoza Nieves",1521299,7,,oasZj8gU9C,"+56 2 1995 5068",,,,374000,8
"Lorenzo Galarza Castillo",18861928,5,,yj5QKRQgmirMuMS,"+56 9 2519 2670",1900,,,152000,3
"Jacobo Adorno Pineda",19204349,1,,7DvNxE9Kowov,"+56 2 3325 5828",,,,539000,5
"Felipe Vásquez Amador",8381336,1,,hC1v85vZPYWDSp,"+56 9 6138 6247",,,,505000,10
"Graciela Velasco Rodríguez",753072,5,,cTJlZ7mqghmD,"+56 9 0064 9094",6699,,,450000,1
"Adela Zapata Vaca",20147437,5,,G8A5XCmdyuVA,"+56 9 3231 8144",8341,,,245000,1
"Mónica Griego Hinojosa",3149216,8,,QWJ1KYhsSHafUz,"+56 9 3024 2637",2955,,,35000,4
"Marcos Tejada Segovia",2349300,8,,r8rIXH6UKevOIlk,"+56 2 2824 3268",5198,,,261000,1
"Daniela Franco Bahena",16616508,6,,1soECxZVB6li,"+56 9 1156 3280",,,,659000,5
"Martín Ledesma Vélez",17713008,5,,Jv8WBLUYLGPD,"+56 2 4835 3825",3187,,,373000,10
"Cristobal Zamudio Ochoa",12036910,8,,T44eqT7BUL6Sq4,"+56 9 4297 5783",4064,,,734000,3
"Sra. Adriana Archuleta Pacheco",26562781,0,,ctrkEW08jBjd5X,"+56 2 1122 8636",,,,760000,1
"Eduardo Camarillo Arguello",11298042,1,,Ew06ei1B8,"+56 9 3025 2472",3083,,,253000,3
"Amalia Delgado Llamas",14926840,0,,gU7qBha1cXaW9,"+56 2 9484 2630",7772,,,695000,7
"Mateo Montaño Reyna",17885484,8,,Dh75zkYmZE,"+56 9 1240 4865",6246,,,813000,10
"Sra. Miguel Ángel Noriega Saucedo",1974917,8,,Xa81W3fpR,"+56 2 7779 4717",3165,,,622000,3
"Victoria Leiva Villagómez",20190870,5,,UpCwfr991o7eLpD,"+56 9 8301 8394",,,,369000,2
"Claudio Arevalo Armijo",475121,5,,ne7v0ceB,"+56 2 7616 9030",786,,,305000,7
"Elsa Alvarez Camacho",21175719,3,,GYuto7AHoM0OD,"+56 2 0357 9468",1780,,,6000,6
"Juan Lara Esquibel",20148636,6,,3J4xPb9bWEv1M3e,"+56 2 0277 6853",,,,891000,6
"María Eugenia Aranda Dávila",1421904,3,,ubasOKMabhYf9cd9,"+56 9 9056 3380",4989,,,736000,1
"Jorge Luis Arellano Espino",26705722,3,,xL8vdx4rjnV4luhi,"+56 2 0534 6403",,,,410000,7
"Mateo Montaño Reyna",17885484,8,,Dh75zkYmZE,"+56 9 1240 4865",6246,,,785000,10
"Sra. Virginia Tapia Quintana",16424663,4,,ZtnDLuIb6,"+56 2 0939 1305",9110,,,993000,4
"Timoteo Maldonado Toledo",17182624,7,,OCx4ycpNR1cKekA,"+56 2 0576 8599",9973,,,679000,6
"Sr. Gonzalo Guerra Verdugo",1419155,6,,RsLApp5W51hDplR,"+56 9 0102 0315",6679,,,512000,3
"Felipe Haro Grijalva",18088862,9,,4BlNAu9JydS0EQr,"+56 2 4430 4746",,,,613000,6
"Daniel Garay Córdova",13263264,5,,gXup6BqBzaB8cM,"+56 9 8836 7880",6748,,,36000,6
"Salvador Merino Bonilla",14111440,3,,2S3QrMYvJpa,"+56 9 1473 6260",4495,,,450000,8
"Jesús Pérez Villaseñor",25026911,0,,OSdrdaob8,"+56 9 9596 4630",5897,,,612000,5
"Adán Maya Mayorga",13226354,4,,GD8G4iTQ7syX,"+56 2 2040 1703",4178,,,521000,7
"Lucia Hernández Arredondo",23824026,7,,6W6ntQLWfieS,"+56 9 7591 4402",,,,828000,1
"Sra. Barbara Oquendo Alva",11752918,0,,oUNIVQ0aCbUSvpp,"+56 9 4339 3581",5815,,,353000,6
"Federico Roybal Olivas",7259220,7,,CxFX9BDGEAzflyG,"+56 2 3030 1049",,,,837000,5
"Guillermo Sierra Galindo",10985769,6,,qO0XetyexO,"+56 9 4248 5016",4852,,,469000,8
"Eva Terrazas Barrientos",15770366,4,,sFcbE4IWLpAIG,"+56 9 6922 4542",9942,,,438000,2
"Federico Suárez Henríquez",29671869,5,,c8eQfkoswI,"+56 2 1724 7558",9138,,,656000,6
"Sra. Mateo Bustos Barragán",14307125,8,,qRu0nDt5,"+56 2 4571 7385",462,,,652000,10
"Gonzalo Quiroz Llamas",15755695,1,,h4OS9WieOU,"+56 9 9109 1704",6137,,,687000,7
"César Echevarría Valdivia",24451343,7,,33I5RMrjIJle5xb7,"+56 9 6112 0586",4204,,,629000,1
"Sr. Eduardo Guzmán Estrada",25722128,4,,iZCaS7h3XWzeyv,"+56 9 4819 9082",5166,,,667000,1
"Olivia Urrutia Delrío",9781681,4,,7wCEicXF8BQ9,"+56 2 3922 3081",5541,,,560000,5
"Sta. Jerónimo Villalobos Flores",16828297,8,,81JtcerGDmTASo,"+56 9 9222 4289",2929,,,164000,10
"Sra. Mateo Bustos Barragán",14307125,8,,qRu0nDt5,"+56 2 4571 7385",462,,,787000,1
"Alfonso Razo Vázquez",12382111,0,,WNi6sBt11RQbJiqr,"+56 9 8004 7389",9854,,,324000,4
"José Emilio Mercado Jáquez",11588141,8,,YJXyz86SYj,"+56 9 8944 4049",1241,,,422000,9
"Leticia Sotelo Leyva",27975851,7,,x2oaUfJVsIL9av,"+56 9 4705 4845",1546,,,18000,4
"Nicolás Peña Rosado",11682920,6,,QyJQ76U2MLl,"+56 9 5404 4153",9091,,,430000,6
"Sra. Rosario Cortés Abrego",24910267,4,,f0yaXl6ZPyk78B,"+56 9 2690 9594",4092,,,965000,3
"Ana Madrigal Rubio",10437907,5,,kUJU2ZSig30T1Xk,"+56 9 9998 6985",,,,129000,7
"Sr. Lilia Garibay Farías",19836384,9,,9Fm54ZnBIZ,"+56 9 8158 9509",4766,,,455000,3
"Enrique Urbina Mascareñas",1587370,6,,kk07Y15TfLEv6,"+56 9 7820 1840",9430,,,931000,6
"Cecilia Arevalo Riojas",14400908,1,,VlJjRxs8moQp,"+56 2 0370 9455",9695,,,442000,9
"Sta. Sergio Jáquez Amaya",28715961,5,,7Tpo8iLf,"+56 9 3949 9515",927,,,144000,10
"Teodoro Toro Altamirano",28543121,4,,8TySy5SWjV4ShuvF,"+56 9 9949 8005",5222,,,256000,9
"Sergio Vázquez Sandoval",28522993,5,,aJddK9goDR,"+56 9 4316 4493",889,,,750000,7
"Gabriela Aponte Alvarez",9706521,3,,QHt98suJQgB,"+56 2 5001 8883",7200,,,987000,7
"Julio César Salgado Águilar",9079069,5,,6sjHb2ERj,"+56 2 3287 3452",335,,,934000,6
"María Luisa Grijalva Armendáriz",12610059,7,,QuDV43ux,"+56 2 4717 0778",7688,,,490000,3
"Víctor Galindo Muñiz",11806200,5,,agkQk0xK,"+56 2 6394 6474",2997,,,226000,1
"Sra. Ramona Suárez Bravo",18815532,5,,8xw48bCNY566u,"+56 2 7589 4254",2665,,,904000,6
"Conchita Miranda Rodarte",21857984,8,,7KOUXVlGv2tA,"+56 9 4281 2497",6407,,,406000,9
"Sta. Vicente Solís Delafuente",26471375,1,,DUScNp18SsENEMp,"+56 9 3093 0243",6744,,,713000,5
"Josefina Olivares Ozuna",21868753,5,,bGy0IyzO6txi,"+56 2 2505 2893",8702,,,331000,10
"Martín Ledesma Vélez",17713008,5,,Jv8WBLUYLGPD,"+56 2 4835 3825",3187,,,678000,8
"Claudio Duran Echevarría",17380580,2,,7bS7zmBHz,"+56 9 5029 8243",6403,,,709000,3
"Arturo Cepeda Jasso",29900482,6,,WlLOFg15xv942,"+56 9 7555 4213",4773,,,436000,6
"María Covarrubias Santiago",23522199,3,,4bhyKrkKG,"+56 2 3812 9348",8333,,,535000,7
"Teresa Oquendo Toro",1795715,0,,VX8uRfGSBch,"+56 9 4173 2706",4646,,,550000,3
"Gilberto Velázquez Porras",7266955,8,,12C0I2IBwuTFycC,"+56 9 0528 7794",5042,,,89000,7
"Marilu Archuleta Navarrete",10599091,6,,mEY7FhDtN,"+56 2 3642 1599",9416,,,157000,9
"Raquel Saavedra Tejeda",4894134,0,,dasreKU946B2v4R4,"+56 9 7225 1291",8883,,,981000,9
"Juan Gálvez Cerda",7210058,7,,7eQO3NSoVokPJ,"+56 2 8512 8514",1332,,,112000,9
"Guillermina Vanegas Cantú",9317923,7,,9d7km2yCDrzAs,"+56 9 9428 4761",2363,,,216000,5
"Elisa Esquivel Moreno",20741031,0,,m3A5KaPFWtwVP,"+56 2 5766 9885",976,,,652000,4
"Sta. Mario Aparicio Prieto",24765748,1,,vZbOHB6N25,"+56 9 0843 2005",1276,,,282000,7
"Clara Armijo Flórez",8645742,6,,P4FSOGWVTn,"+56 2 8679 2361",,,,344000,1
"Ramiro Campos Téllez",15687722,2,,rB9rOzC9mEAHp,"+56 9 9604 7283",8289,,,415000,3
"Barbara Lugo Valles",12905494,3,,SxUr7J6SgoLWA,"+56 2 6986 8957",3144,,,600000,3
"Sr. Guillermo Otero Toro",8856680,5,,lC2e5N1p,"+56 2 5076 8533",,,,340000,9
"Daniel Verdugo Montaño",26116853,9,,EL9sU0s2hPkX,"+56 2 9038 3956",,,,708000,2
"Andrea Muro Matías",10084754,1,,Cw6H0IIUu4f,"+56 2 0661 9952",2057,,,592000,8
"Alfonso Razo Vázquez",12382111,0,,WNi6sBt11RQbJiqr,"+56 9 8004 7389",9854,,,363000,4
"Olivia Paz Martínez",26751062,4,,pa8aXp8Onh,"+56 2 2064 3359",4652,,,313000,6
"Felipe Valadez Saavedra",21092209,6,,O6gW9P8U8JB,"+56 9 4054 9966",8815,,,627000,6
"Débora Olvera Centeno",10470697,1,,Ln5l9WX8MDr,"+56 9 0765 1045",1929,,,371000,9
"Eloisa Palacios Ruelas",29009175,9,,zkWGEh8Iwu6Bn,"+56 9 4715 2957",8950,,,237000,4
"Jorge Becerra Delgadillo",5000947,4,,vRfD1sUePPr8u,"+56 2 5635 4101",3462,,,67000,3
"Elisa Valdés Concepción",24518301,1,,T4Vwse3I7,"+56 9 7287 8796",3370,,,832000,10
"Lourdes Otero Ramón",18959631,6,,HSKmN5QDiwCoJ5K,"+56 2 1449 0042",,,,22000,3
"Adriana Guardado Rael",21153464,4,,hWUEmNvYvJG1d0hY,"+56 2 7563 5807",,,,7000,8
"Norma Bravo Madera",6800361,0,,10auKDJp,"+56 9 6250 3725",3827,,,767000,8
"Eva Rosales Munguía",26314413,7,,ZuqeCh9HJeSqvh,"+56 2 8843 2577",5817,,,897000,2
"Sta. Marilu Solano Armijo",28896065,9,,qWimZ6DI2ooKw,"+56 9 8035 2165",6485,,,134000,6
"Sta. Francisca Pulido Montoya",7265945,2,,mSETLstV2JW2xN,"+56 2 7972 5282",6567,,,806000,2
"María del Carmen Palomo Soto",1814726,7,,HX7XGDPjh4v6k,"+56 2 0400 1718",673,,,815000,8
"Raquel Camacho Guzmán",23662537,7,,QuTWRxx3jDw0,"+56 9 3207 1232",749,,,84000,6
"Olivia Olivas Almaraz",11150544,0,,7nsall2AYb,"+56 9 9018 6451",3085,,,35000,2
"Yolanda Mota Sanches",16478181,4,,JVL9e7nK5,"+56 2 7330 0628",3631,,,249000,3
"Alfonso Razo Vázquez",12382111,0,,WNi6sBt11RQbJiqr,"+56 9 8004 7389",9854,,,251000,1
"Gabriela Aponte Alvarez",9706521,3,,QHt98suJQgB,"+56 2 5001 8883",7200,,,146000,1
"Sra. Miguel Ángel Vega Aragón",9420086,7,,Ux4h2l3JcS049QA,"+56 9 1919 0467",4891,,,566000,5
"María del Carmen Rubio Hernández",6147625,7,,5XcrlepZMx4rTri,"+56 9 5744 2288",8889,,,410000,8
"Arturo Cepeda Jasso",29900482,6,,WlLOFg15xv942,"+56 9 7555 4213",4773,,,440000,1
"Gabriela Villa Quiroz",27430439,8,,SR0sJYoTpuO,"+56 2 0747 9940",4938,,,268000,9
"Silvia Ybarra Jáquez",10059222,4,,J1MPp4MbE,"+56 9 1491 9670",6144,,,270000,7
"Ana María Pedraza Navarrete",26889992,2,,FjVpB86sHCvN,"+56 9 4249 4181",,,,289000,7
"Enrique Melgar Corona",17832821,9,,S4nwGW0FPn,"+56 2 0221 4702",6558,,,429000,8
"Laura Barrera Almonte",15714200,1,,2NXQf5rmN6E8k,"+56 9 3306 3140",3290,,,760000,8
"Gabriela Villa Quiroz",27430439,8,,SR0sJYoTpuO,"+56 2 0747 9940",4938,,,240000,5
"Felipe Samaniego Arredondo",26107915,9,,U2oQYmEMp,"+56 2 5374 0968",,,,914000,8
"Luis Atencio Melgar",7887526,5,,TpP8v1cSCze1XHJ,"+56 9 7004 7598",3401,,,132000,4
"Sta. Esperanza Grijalva Alfaro",11976241,8,,VpPpjlsZun8XrqX,"+56 9 9240 6605",7361,,,72000,3
"Mayte Bahena Mora",19001523,2,,g1BWH9js,"+56 9 5517 8670",8362,,,116000,3
"Carlos Olmos Mercado",8687016,9,,76f7zNfCO3fVpeKN,"+56 2 5142 5989",3752,,,60000,6
"Samuel Carranza Cotto",22618860,3,,FZ2yfAqdfL5zZ,"+56 2 2655 0647",4090,,,511000,9
"Sofia Romero Coronado",20507678,8,,Sw8NZIoIXTUYH,"+56 2 0372 6970",5961,,,403000,10
"Catalina Iglesias Arreola",14226813,8,,uzHpC9UTkRsPp,"+56 9 2943 8561",,,,271000,2
"Sta. Jerónimo Villalobos Flores",16828297,8,,81JtcerGDmTASo,"+56 9 9222 4289",2929,,,792000,6
"Sr. Agustín Alva Quintanilla",8292772,5,,xK7RRHne7Y8K,"+56 9 8668 5140",719,,,60000,6
"Salvador Merino Bonilla",14111440,3,,2S3QrMYvJpa,"+56 9 1473 6260",4495,,,433000,6
"Victoria Rocha Jaramillo",21716360,1,,IMBQS4FNnPrc,"+56 2 4668 7488",,,,166000,1
"Patricio Figueroa Orosco",26488851,7,,Ci3Q6vuQz,"+56 2 3669 9446",4519,,,293000,3
"Sr. José Tello Terrazas",14726212,9,,htRFRctz09,"+56 9 1588 4817",3290,,,699000,8
"Ignacio Badillo Guerrero",26370744,0,,0WgSZgsFZ5SG,"+56 2 2656 0545",6641,,,176000,3
"Emilio Araña Rodrígez",16470516,3,,2h3ttZEd7tV,"+56 2 0124 3610",,,,329000,8
"Julia Reyes Carrasquillo",7007599,3,,9HLkfcOB6wXNq8Lp,"+56 9 0821 0056",1295,,,564000,10
"Sr. Cristobal Tirado Zamudio",7895922,0,,vDIEc0uLy1k1XO4,"+56 2 0603 8168",3406,,,595000,5
"Sra. Rosario Cortés Abrego",24910267,4,,f0yaXl6ZPyk78B,"+56 9 2690 9594",4092,,,372000,10
"Carlota Aponte Ojeda",,5,,vCZuByDNKj9M,"+56 9 5542 0941",,,,287000,9
"Esteban Delagarza Lucio",8918532,0,,CPq7PRZ5q5A77vb,"+56 2 9112 1659",,,,8000,8
"Sra. Virginia Tapia Quintana",16424663,4,,ZtnDLuIb6,"+56 2 0939 1305",9110,,,172000,9
"Mateo Montaño Reyna",17885484,8,,Dh75zkYmZE,"+56 9 1240 4865",6246,,,146000,4
"Ana María Pedraza Navarrete",26889992,2,,FjVpB86sHCvN,"+56 9 4249 4181",,,,366000,9
"Patricio Robledo López",10361298,5,,I9X63JbqWDbe,"+56 9 5392 6298",,,,530000,1
"Lucia Montero Patiño",27130966,8,,98PmQc8v0OFu,"+56 2 8599 2746",4708,,,350000,6
"Marcos Tejada Segovia",2349300,8,,r8rIXH6UKevOIlk,"+56 2 2824 3268",5198,,,993000,4
"Patricio Figueroa Orosco",26488851,7,,Ci3Q6vuQz,"+56 2 3669 9446",4519,,,236000,1
"Alicia Parra Cruz",18758573,2,,r50If1iUh62H,"+56 2 2357 2433",6654,,,35000,6
"Norma Esparza Altamirano",4474105,6,,xTQ4sN3Wn4awE,"+56 2 2305 1723",3542,,,1000000,6
"Emilio Santacruz Cedillo",14033526,2,,gtm4vV3gS,"+56 2 4135 5002",6248,,,835000,6
"Homero Gaona Quintana",8616034,5,,IdqUyPqe80,"+56 9 8782 7062",1560,,,875000,4
"Sta. Esperanza Grijalva Alfaro",11976241,8,,VpPpjlsZun8XrqX,"+56 9 9240 6605",7361,,,363000,2
"Natalia Cisneros Armendáriz",2569244,1,,RpCZ4Uvr,"+56 9 5613 3927",8260,,,580000,3
"Sta. Gloria Rosario Rendón",1125581,6,,w5sNO4WDgjK5i,"+56 9 9119 9524",,,,815000,6
"Alejandro Arredondo Aguirre",6075327,5,,TJ2jRMQz,"+56 2 9103 1148",6324,,,16000,5
"Mateo Montaño Reyna",17885484,8,,Dh75zkYmZE,"+56 9 1240 4865",6246,,,921000,7
"Rocio Hurtado Acuña",14418082,5,,74rvZlbdu,"+56 2 1352 6931",3469,,,681000,7
"Carlos Orellana Padilla",29345924,2,,g0oyx55uSquhs,"+56 9 4050 0749",3595,,,627000,8
"Norma Bravo Madera",6800361,0,,10auKDJp,"+56 9 6250 3725",3827,,,946000,10
"Elisa Esquivel Moreno",20741031,0,,m3A5KaPFWtwVP,"+56 2 5766 9885",976,,,269000,8
"Joaquín Jimínez Bañuelos",25493809,9,,tQbOjXV69Ig,"+56 2 7554 1457",2999,,,102000,3
"Sr. José Tello Terrazas",14726212,9,,htRFRctz09,"+56 9 1588 4817",3290,,,550000,9
"Esteban Cortez Madrid",3701566,6,,ze7Dz9BfI,"+56 9 6899 7240",,,,954000,4
"Sr. María Teresa Carreón Sanabria",5806404,3,,HhidY8UXklNR5c2B,"+56 9 3603 4023",,,,886000,10
"Ricardo Agosto Salcedo",13744706,1,,ZIR5Dp51h4C,"+56 9 4673 3608",7404,,,661000,2
"Elvira Puga Solorio",12573860,4,,sjqCZNRNzYA9,"+56 2 1687 4745",,,,910000,9
"Andrea Muro Matías",10084754,1,,Cw6H0IIUu4f,"+56 2 0661 9952",2057,,,287000,9
"Daniel Pichardo Rico",24197891,5,,B9QbN1PUpliIUu,"+56 2 8419 0166",,,,883000,9
"Sr. Pedro Rojo Elizondo",2403983,3,,7LAeAVScs,"+56 9 3915 0957",,,,657000,5
"Adán Maya Mayorga",13226354,4,,GD8G4iTQ7syX,"+56 2 2040 1703",4178,,,167000,2
"Pilar Gómez Sarabia",6149794,6,,fV3b5fAQ7,"+56 9 9944 9177",,,,347000,1
"Sr. Rocio Beltrán Anaya",5758910,7,,kRg1PUvcVaig,"+56 9 4562 1588",803,,,257000,6
"Alfredo Urrutia Esparza",4946520,2,,e46RqgcW,"+56 2 2866 0826",3229,,,162000,2
"Jaime Valle Cabán",14400961,6,,LpPwKfP1aVQbMmW,"+56 2 3604 8316",7268,,,942000,9
"Benjamín Velásquez Mena",6704651,6,,jnVZASOUCKt4rPE,"+56 2 1853 3069",7049,,,752000,1
"Carlos Orellana Padilla",29345924,2,,g0oyx55uSquhs,"+56 9 4050 0749",3595,,,307000,5
"Eloisa Arenas Amaya",23718731,4,,VK8D9AWxpibL9SX,"+56 9 0071 7251",,,,866000,3
"Adriana Guardado Rael",21153464,4,,hWUEmNvYvJG1d0hY,"+56 2 7563 5807",,,,519000,7
"Sr. Jacobo Chávez Mena",7078266,8,,X8oiawcY7fHPj,"+56 9 6571 2815",1658,,,225000,10
"Rocio Hurtado Acuña",14418082,5,,74rvZlbdu,"+56 2 1352 6931",3469,,,27000,9
"Ángela Robles Barrientos",25832718,7,,R8qAbwgHO,"+56 2 2165 2798",1853,,,87000,8
"Irene Mascareñas Espinal",13870672,5,,m9jVgY2X4t,"+56 2 3326 2235",3695,,,90000,4
"Sta. Jerónimo Villalobos Flores",16828297,8,,81JtcerGDmTASo,"+56 9 9222 4289",2929,,,647000,5
"Luis Montemayor Naranjo",3557452,2,,ZK7Cty0y91FC2nO,"+56 9 5933 4649",,,,765000,5
"Natalia Fierro Caballero",29844183,2,,acHX69v656Md,"+56 2 8129 1041",6119,,,200000,8
"Carlos Brito Zavala",2485105,5,,78qEEBSzTYJ7TbF,"+56 2 2581 3163",850,,,577000,1
"Sr. Pedro Rojo Elizondo",2403983,3,,7LAeAVScs,"+56 9 3915 0957",,,,300000,8
"Mario Romo Escamilla",7622720,2,,L20r1dUqEfVP5UB,"+56 2 7304 3576",8650,,,851000,2
"Sta. Francisca Ruelas Pulido",22118655,4,,Q7Q42zVg617mJS,"+56 2 4275 8933",9812,,,59000,8
"Sta. Vicente Hernández Terán",2692723,8,,B0o2p7C7l8Zl,"+56 2 1005 6652",,,,111000,6
"Yolanda Mota Sanches",16478181,4,,JVL9e7nK5,"+56 2 7330 0628",3631,,,79000,3
"José Eduardo Porras Cantú",24164617,4,,aFixsz1Ddl3,"+56 2 8093 2335",4226,,,544000,2
"Víctor Montenegro Dueñas",8861381,7,,SC73bz2t0CDD,"+56 9 2030 1633",5927,,,57000,7
"Felipe Haro Grijalva",18088862,9,,4BlNAu9JydS0EQr,"+56 2 4430 4746",,,,870000,8
"Tomás Hidalgo Zepeda",8228851,2,,a5dqlCxGpUo91Z,"+56 2 7575 0203",5888,,,49000,5
"Eva Rosales Munguía",26314413,7,,ZuqeCh9HJeSqvh,"+56 2 8843 2577",5817,,,310000,10
"Tomás Rendón Armenta",22911677,2,,7qf697MzN46m,"+56 2 4548 7995",1882,,,803000,7
"Magdalena Mota Salinas",21214807,6,,bktTQYjNQ59d5tl,"+56 9 9055 9119",9523,,,189000,2
"Mateo Carmona Saldivar",10577164,5,,vT2er3uOAhwA,"+56 9 6555 8956",,,,515000,5
"Elisa Valdés Concepción",24518301,1,,T4Vwse3I7,"+56 9 7287 8796",3370,,,386000,6
"Mario Pérez Aguilera",596309,0,,xW5e6KHfDpGQ,"+56 9 9007 9290",6210,,,13000,5
"Rodrigo Zavala Martínez",1181499,6,,02TjgJPm6,"+56 2 5850 2474",905,,,53000,2
"Mayte Nieto Luevano",17792247,3,,CRqKHlX0,"+56 2 0318 7654",7783,,,442000,9
"Berta Feliciano Leal",364797,1,,fNAZP3H0wv,"+56 9 1858 0889",5101,,,842000,6
"Caridad Soto Burgos",27284292,5,,PNI8nBKeIydE,"+56 9 0089 6587",158,,,898000,4
"Sta. Fernando Camarillo Pelayo",17344307,1,,iZLEeuJZJ8Tk49Bx,"+56 2 1765 9118",1010,,,15000,7
"Benjamín Bernal Badillo",11162070,0,,8u0UYr4lFf0KnS,"+56 9 0278 1523",278,,,619000,6
"José María Espino Gracia",5194018,6,,TSKVpw0aCaptSrEF,"+56 2 4655 8691",,,,754000,7
"Lucia Hernández Arredondo",23824026,7,,6W6ntQLWfieS,"+56 9 7591 4402",,,,484000,5
"Amalia Delgado Llamas",14926840,0,,gU7qBha1cXaW9,"+56 2 9484 2630",7772,,,115000,8
"Adela Luevano Hernández",1998685,1,,NIhGUFGH2GSmk,"+56 9 3506 7670",8722,,,708000,7
"Inés Quintanilla Sosa",12105328,5,,Y3flAYCXCNoB,"+56 2 7428 0419",2225,,,640000,2
"Manuela Carrion Duarte",8829301,7,,mL9wo16TLdLZWj,"+56 9 7378 7510",6438,,,442000,4
"Emilio Linares Vanegas",22539970,1,,l8AXqx7N2,"+56 2 9698 7042",965,,,758000,2
"Ignacio Vallejo Pichardo",23523106,6,,g0BTz06W,"+56 2 2932 8619",7021,,,89000,5
"Olivia Paz Martínez",26751062,4,,pa8aXp8Onh,"+56 2 2064 3359",4652,,,405000,2
"Germán Caraballo Alaniz",16417867,3,,ItHA8Jjh,"+56 9 3059 3456",8871,,,746000,10
"Reina Jaime Flores",4283627,7,,zl7y7xaQyu4Cy4E,"+56 2 0390 8103",887,,,222000,3
"Adán Maya Mayorga",13226354,4,,GD8G4iTQ7syX,"+56 2 2040 1703",4178,,,156000,7
"Sra. Timoteo Loera Solano",4652595,4,,CAd65FDA,"+56 2 1967 6805",7818,,,260000,8
"Berta Alcántar Treviño",790018,5,,o8SRQ3MK611,"+56 9 8484 5692",5232,,,90000,10
"Sergio Marroquín Robles",18406807,9,,Bcr4x4eL,"+56 9 3197 6066",,,,704000,2
"Sta. Vicente Hernández Terán",2692723,8,,B0o2p7C7l8Zl,"+56 2 1005 6652",,,,963000,1
"Víctor Montenegro Dueñas",8861381,7,,SC73bz2t0CDD,"+56 9 2030 1633",5927,,,369000,1
"Elvira Pagan Menéndez",754461,0,,6XfDrOwjZ7d3vx,"+56 2 3703 7595",4521,,,690000,3
"Tomás Medrano Segovia",20507771,6,,ENIg7vj3t7U,"+56 9 5181 9815",383,,,241000,8
"Tomás Aguayo Pelayo",18892254,5,,pXvGtcD6rWC,"+56 9 3468 5738",,,,887000,7
