nombre,run,dv,correo,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Gilberto Saavedra Valverde",25.807.811,1,,"mDZHd8oQK7jBJ6 example","\+56 2 0696 2522",,,fecha-4-2022,55000,2
"Pedro Valdivia Valenzuela",9.823.972,2,,iV6Gs1vbUdLb,"\+56 2 4406 7419","+56 3674 1019",,,-500000,1
"Ana Menchaca Botello",1059915,5,,oKBz0ItDwS,"\+56 2 5338 4297","+58 5227 8371",,,772000,3
"Arturo Hurtado Lovato",9.353.003,2,,WK8RROEWC1rm15,"\+56 2 4202 6905","+52 2273 3821",,fecha-6-2029,-392000,9
"Jorge Luis Arellano Espino",26705722,3,,xL8vdx4rjnV4luhi,"\+56 2 0534 6403","+59 2538 3827",,,-365000,2
"Laura Esparza Delao",14.157.366,3,,S7wOPc6jJ7Xc,"\+56 9 7784 7819",2923,,fecha-9-2025,601000,9
"Salvador Tirado Aguilera",18561919,4,,ZHeIjS1dYrcebn,"\+56 9 8996 2285","+75 5208 7531",,fecha-7-2028,-236000,3
"Hugo Partida Rojas",19.994.540,9,,yLBYVADd0Mr,"\+56 2 7860 1360",,,,301000,10
"Gilberto Murillo Gómez",23350683,6,,O2IFgDxj,"\+56 2 7091 3643","+97 3896 8949",,fecha-12-2022,-64000,1
"Lorenzo Galarza Castillo",18861928,5,,yj5QKRQgmirMuMS,"\+56 9 2519 2670",1900,,fecha-4-2030,743000,1
"Ramón Márquez Cardona",3.657.719,9,,"nqk8hwY6zB7vp example","\+56 9 3450 0797",2999,,,56000,10
"Silvia Botello Bonilla",7.725.678,4,,oRk5Bin7,"\+56 9 3125 3938",,,,561000,8
"Timoteo Maldonado Toledo",13.800.195,7,,OCx4ycpNR1cKekA,"\+56 2 0576 8599",9973,,fecha-4-2027,-17000,1
"Teresa Oquendo Toro",16.067.252,0,,"VX8uRfGSBch example","\+56 9 4173 2706",4646,,,304000,7
"Gilberto Velázquez Porras",26.071.386,8,,12C0I2IBwuTFycC,"\+56 9 0528 7794",5042,,fecha-11-2030,560000,8
"Teresa Quintanilla Bustos",8181946,8,,PPSTtO7jA,"\+56 2 9268 9927","+53 4762 4620",,fecha-4-2021,745000,9
"Sra. Andrés Muro Quintana",18995041,1,,i2OmwHQAH,"\+56 9 6244 7772","+60 2697 8386",,fecha-4-2022,-681000,7
"José María Colón Tamayo",6.525.504,5,,iXn3L7sJD,"\+56 9 4085 5799","+97 9643 1014",,fecha-10-2030,-986000,7
"Lola Arteaga Carvajal",14.554.302,1,,"9ifOTfnAY example","\+56 2 9493 5529",4828,,,447000,10
"José Emilio Alvarado Alcaraz",28386172,8,,"UPZ6jcf76J example","\+56 9 5720 3952","+76 3170 8127",,fecha-9-2024,-580000,3
"Lilia Córdova Villa",29625752,7,,"7dvg2VWI1QFo6aJ0 example","\+56 2 7438 0739","+54 1507 8349",,fecha-12-2023,-319000,10
"Andrés Jáquez Maldonado",7633571,1,,h13tPmbxVO,"\+56 9 5274 8649","+80 3245 8452",,,-317000,10
"Rafael Anguiano Gallegos",17.799.809,6,,"ujTsL1NbAML83FX example","\+56 2 1090 8360",7597,,,-247000,9
"Homero Castellanos Concepción",25148841,3,,"6xUkX8ETRm example","\+56 9 1380 7682",,,,258000,10
"Sr. Agustín Menchaca Cervántez",4486143,4,,"B9KM15YUScH1Dp example","\+56 9 3002 8451",,,,169000,3
"Patricio Figueroa Orosco",12.444.899,7,,"Ci3Q6vuQz example","\+56 2 3669 9446",4519,,,-333000,7
"Felipe Pelayo Moreno",24166310,2,,"XoqBjv1Cn52 example","\+56 2 5847 0721","+89 7773 1711",,fecha-3-2023,-328000,1
"Yolanda Alaniz Menéndez",4.779.963,5,,"Ir3X8t4dGuK4k example","\+56 2 1832 5057",4017,,fecha-10-2020,-595000,3
"Laura Barrera Almonte",26.024.599,1,,"2NXQf5rmN6E8k example","\+56 9 3306 3140",3290,,,-62000,6
"Marta Tijerina Rangel",9805606,7,,XbBIhQ8z3JYAO,"\+56 2 7960 9615","+73 6022 5620",,fecha-3-2025,150000,1
"Sra. Cristobal Guillen Aragón",30.198.341,4,,KnaPTxSDfD4bybk,"\+56 2 8877 2245",,,fecha-2-2028,-870000,6
"Emilia Abeyta Rivero",342476,3,,5RnCEs5Crc0f,"\+56 2 0489 6673",9276,,fecha-8-2027,-6000,9
"Cecilia Anaya Olivera",18370490,7,,SjEa0Lk1d3,"\+56 2 7165 9837","+77 6308 2831",,,-503000,10
"Virginia Delafuente Solorzano",22529918,2,,oqlNMA17,"\+56 2 7090 6558","+87 2325 1033",,,100000,7
"Jacobo Adorno Pineda",19204349,1,,"7DvNxE9Kowov example","\+56 2 3325 5828","+56 3618 4971",,fecha-7-2029,-405000,1
"Sra. Maricarmen Colón Gonzales",16.168.479,5,,"xaNoWXBk14u example","\+56 2 6570 7066","+89 6094 1841",,fecha-2-2023,422000,4
"Sra. Octavio Alaniz Velasco",31.728.711,1,,MR2fuzM2,"\+56 2 8889 5655",421,,fecha-4-2020,-107000,9
"Claudio Duran Echevarría",17380580,2,,7bS7zmBHz,"\+56 9 5029 8243","+54 2843 6121",,fecha-10-2020,823000,8
"Agustín Ibarra Garrido",2177970,0,,VHbyJwB5,"\+56 9 7117 5033",2459,,fecha-4-2027,930000,6
"Sr. Lilia Garibay Farías",19836384,9,,9Fm54ZnBIZ,"\+56 9 8158 9509","+74 4977 7117",,,250000,1
"Beatriz Otero Roque",22822257,9,,OXKj17iLB,"\+56 9 8509 0595",6610,,fecha-10-2022,278000,7
"Rodrigo Alva Cortés",32.826.075,1,,rucCGBhV2,"\+56 2 7994 3125",,,fecha-1-2029,-364000,6
"Silvia Ornelas Godínez",23781619,0,,NCY2Kkvt0OvL,"\+56 9 3661 4639","+76 6782 6484",,,-203000,4
"Graciela Posada Cano",23.490.467,8,,nFLv3qBh,"\+56 9 4964 6888",7125,,,-971000,5
"Samuel Carranza Cotto",22618860,3,,"FZ2yfAqdfL5zZ example","\+56 2 2655 0647",4090,,,-710000,5
"Gabriela Tapia García",9.564.083,5,,hv4CiSfkT4J,"\+56 2 9145 0456",9071,,,-793000,3
"Cristobal Zamudio Ochoa",12036910,8,,T44eqT7BUL6Sq4,"\+56 9 4297 5783","+66 3874 8684",,,954000,5
"Rocio Cardona Chávez",25436879,4,,"6okccUaA7I3J7iS example","\+56 9 1144 4215",5051,,,-594000,4
"Dorotea Quiñones Palacios",15779770,4,,zM16b1Ud5kbgGD,"\+56 2 3709 4718","+83 8367 8505",,fecha-2-2023,264000,9
"Sta. Cristobal Díaz Urbina",551173,3,,7ii01xWiHT7W,"\+56 9 4202 5276",8722,,,990000,1
"Jaime Ramírez Cardenas",16.329.277,4,,LWXlUyGgF218MT,"\+56 9 0160 8796","+65 4524 9217",,fecha-5-2023,-985000,3
"Gonzalo Sánchez Blanco",4.212.333,5,,"5OKg8XkI9Lc71p example","\+56 2 3353 8965",9344,,,-565000,9
"Mateo Montaño Reyna",25.484.099,8,,"Dh75zkYmZE example","\+56 9 1240 4865","+61 8734 6494",,,-26000,6
"Norma Esparza Altamirano",4474105,6,,"xTQ4sN3Wn4awE example","\+56 2 2305 1723",3542,,fecha-10-2028,-306000,2
"Daniel Jaime Cardona",8.921.316,1,,"xvjPA1G7cpLdjV example","\+56 9 8734 5215","+83 3783 2019",,fecha-8-2024,772000,3
"Adán Rivero Valadez",19.311.667,3,,h4bk2qRDsNzn,"\+56 2 5745 4074","+65 5932 6046",,,-33000,4
"Diana Arriaga Pineda",2.335.020,9,,79adIZwzvk0qGAsk,"\+56 2 6555 7567","+71 4256 8085",,,820000,4
"Sra. Blanca Yáñez Pelayo",5469143,7,,"4hmKmT9yqd5 example","\+56 2 8286 5730",318,,fecha-5-2023,-957000,10
"Germán Guerra Olivárez",22364844,4,,"cy98k5Ns9 example","\+56 2 9135 2530","+62 8674 4935",,,556000,8
"Victoria Pelayo Baeza",26854929,2,,ILomq5K9NZO9wx,"\+56 9 2918 0968",7255,,fecha-9-2024,433000,3
"Patricio Bustos Benítez",14.208.088,4,,"1l7BG9iuWB0in example","\+56 9 7015 2575","+65 1861 4802",,fecha-6-2029,738000,3
"Lilia Ríos Nieto",30.785.423,0,,"zmR88XwYFZlJ51 example","\+56 9 0509 8166",1664,,fecha-11-2030,734000,3
"Anita Vargas Barreto",18033706,6,,a9kKCUrOh8ni,"\+56 2 8377 7862",408,,,662000,4
"César Galindo Alba",6794524,5,,avNeI0avb1,"\+56 9 4228 4280","+88 7820 1689",,,-749000,10
"Gilberto Velázquez Porras",28.229.714,8,,"12C0I2IBwuTFycC example","\+56 9 0528 7794",5042,,,-948000,9
"Sta. Homero Alanis Marroquín",3201450,5,,pfgw1PtwznGCOxf2,"\+56 9 3048 1224","+51 1354 6246",,,785000,9
"Sra. Marco Antonio Márquez Pichardo",29419456,0,,6Hp6kMd5FLmxI7,"\+56 9 0107 4657",,,fecha-3-2025,-584000,9
"José María Colón Tamayo",13543225,5,,"iXn3L7sJD example","\+56 9 4085 5799",3983,,fecha-1-2025,123000,1
"David Guajardo Tijerina",18.285.155,6,,"xTA27LO7JWgQ example","\+56 9 8112 9577",707,,fecha-8-2020,754000,7
"Horacio Lemus Bermúdez",1030687,1,,"3qHMimr2gFq20EbL example","\+56 2 4617 8785","+60 2307 1403",,,464000,6
"Horacio Camacho Terrazas",18.717.186,1,,JGSn7gsRDH5uS,"\+56 9 0199 9834",,,fecha-1-2022,935000,6
"Adán Maya Mayorga",19.975.399,4,,GD8G4iTQ7syX,"\+56 2 2040 1703","+61 7068 3804",,,201000,7
"Sta. Antonia Pérez Acosta",7824635,9,,2pHDn4a6,"\+56 2 8574 4699",5711,,fecha-2-2028,-977000,10
"Luis Montemayor Naranjo",34.699.848,2,,ZK7Cty0y91FC2nO,"\+56 9 5933 4649","+66 6239 6354",,fecha-10-2027,-764000,1
"Jerónimo Cruz Valdez",18946101,2,,r2gmT1NxCVt6kvq,"\+56 9 6828 6192",5379,,,-233000,9
"Sra. Javier Delafuente Montañez",24097244,1,,e0ifkA6CCJsZt,"\+56 2 9410 7594","+62 6625 6851",,fecha-4-2021,175000,8
"Jacobo Adorno Pineda",13.968.485,1,,7DvNxE9Kowov,"\+56 2 3325 5828","+94 7255 6175",,fecha-10-2020,633000,2
"Sra. Agustín Contreras Terán",29092687,7,,"BU8BwMq6gHYC9pPl example","\+56 9 7445 4970","+98 8238 8333",,fecha-9-2029,784000,1
"Pilar Feliciano Serna",7.609.659,0,,tF0l0bgVWKU,"\+56 2 8703 8887",,,fecha-1-2024,861000,10
"Sra. Óscar Lozada Crespo",21925626,3,,"VejL93gyLtv example","\+56 2 4919 7824",4515,,,210000,1
"Germán Maldonado Haro",1.238.726,4,,"2fxPi2zmvS example","\+56 2 8869 2073","+86 3000 7602",,,-41000,3
"Marco Antonio Serrato Granados",3.471.008,4,,V8AQ1zLKBNd9,"\+56 2 5972 1983","+54 5715 4115",,,715000,1
"María Eugenia Toro Zaragoza",13680415,7,,SHadrphVpG8N,"\+56 2 7692 1224","+96 4954 3563",,,-688000,8
"Mario Romo Escamilla",7622720,2,,L20r1dUqEfVP5UB,"\+56 2 7304 3576",8650,,fecha-3-2024,280000,5
"Sta. Alfonso Gutiérrez Ceballos",11.560.415,0,,cp5LED3Y,"\+56 2 3088 4941",7217,,fecha-1-2030,-13000,1
"David Saldivar Madera",16.166.093,4,,"4XIHIC1e example","\+56 9 1103 8733","+50 6496 4570",,,54000,5
"Armando Fernández Baeza",14.916.734,8,,"8zgONpYgnB example","\+56 2 0321 4102",6413,,fecha-5-2030,-950000,4
"Nicolás Matos Olmos",31.061.528,4,,w4KdZkWgWc3bWn12,"\+56 2 8595 6763",,,,438000,6
"Luisa Banda Granado",2.270.745,0,,KSehCHeXWSBuc5q,"\+56 9 0271 9939","+52 8005 9400",,,-922000,10
"Ángela Robles Barrientos",25832718,7,,"R8qAbwgHO example","\+56 2 2165 2798","+62 7298 8668",,fecha-7-2022,883000,9
"Martín Ledesma Vélez",593.876,5,,Jv8WBLUYLGPD,"\+56 2 4835 3825",3187,,,-403000,6
"José Eduardo Blanco Domínguez",17.354.186,4,,l9WLEEcdedTvoup,"\+56 2 2561 4253",2971,,,-701000,6
"Homero Gaona Quintana",15.426.593,5,,"IdqUyPqe80 example","\+56 9 8782 7062",1560,,fecha-4-2025,-843000,5
"Ignacio Alicea Magaña",29.170.174,2,,32maz3ui5Zn,"\+56 9 9870 1720","+93 2130 1329",,,-242000,2
"Agustín Ibarra Garrido",28.094.638,0,,"VHbyJwB5 example","\+56 9 7117 5033","+65 8470 7087",,,742000,4
"Sta. Gabriela Hinojosa Espinal",7.065.716,0,,"XYfcwZ0Czp4uwyA8 example","\+56 9 5789 4860","+64 1927 7553",,,-657000,8
"Pilar Gómez Sarabia",6149794,6,,fV3b5fAQ7,"\+56 9 9944 9177",,,fecha-1-2023,-370000,4
"Inés Quintanilla Sosa",2.419.144,5,,Y3flAYCXCNoB,"\+56 2 7428 0419","+69 8353 9752",,,-331000,7
"Pablo Ledesma Valle",17.781.934,9,,zmmZI9Q98CEY6RtS,"\+56 2 8893 5751","+95 1642 9598",,,-681000,7
"Julio Granado Rojo",3698235,8,,KvDtsQ8ncSVY,"\+56 9 2903 6169",7618,,fecha-8-2029,-942000,9
"Luis Atencio Melgar",33.094.450,5,,"TpP8v1cSCze1XHJ example","\+56 9 7004 7598","+97 7518 3963",,fecha-11-2024,605000,4
"Lola Mercado Ordóñez",7.843.436,2,,"3Gi4hYYMd7 example","\+56 9 4653 7560",2073,,,-785000,8
"Carlota Rentería Baeza",26.341.522,4,,9f0IVpTQjmLaE6zf,"\+56 9 2362 7475",158,,,653000,8
"Susana Trejo Delvalle",2.560.825,0,,BCb4HC4jm,"\+56 9 3339 8114",8986,,fecha-4-2029,-751000,10
"Marilu Benavídez Fonseca",21214742,6,,"bGfAl8L3f6zmceaw example","\+56 9 5996 1375","+72 1481 1879",,,-689000,1
"Olivia Urrutia Delrío",14.416.069,4,,"7wCEicXF8BQ9 example","\+56 2 3922 3081","+52 5731 9833",,fecha-9-2029,-408000,8
"Adela Chavarría Quiñónez",8419924,9,,"sI6zXlo1 example","\+56 9 0857 2468","+84 2401 6730",,fecha-9-2025,760000,6
"Ester Palomo Díaz",20373766,0,,"HxYamA780c example","\+56 2 8442 4535","+59 4172 3569",,,133000,10
"Tomás Medrano Segovia",33.436.556,6,,"ENIg7vj3t7U example","\+56 9 5181 9815",383,,fecha-10-2021,812000,7
"Carlota Deleón Roybal",7314016,8,,g24HPpvYtFZiL3u,"\+56 9 6501 7934",2601,,fecha-12-2023,-991000,7
"Reina Murillo Rodrígez",32.598.395,5,,1sioLmW1hnqJmEL,"\+56 2 7674 2531","+54 9570 7919",,fecha-3-2026,-515000,10
"María Eugenia Aranda Dávila",1421904,3,,"ubasOKMabhYf9cd9 example","\+56 9 9056 3380","+51 4495 2556",,fecha-9-2027,712000,10
"Guillermo Alejandro Maestas",17929264,5,,"Wn47Yg4vzZJV example","\+56 9 0393 8892","+88 2276 4219",,,844000,1
"César Galindo Alba",10.416.466,5,,"avNeI0avb1 example","\+56 9 4228 4280","+53 5908 6934",,,-567000,3
"Pablo Vera Casanova",13.774.857,0,,I1PM8WdnqyU6,"\+56 9 7435 9769","+79 4622 5295",,fecha-9-2020,234000,6
"Gonzalo Medina Zepeda",24.388.193,0,,mTo041C6A344U,"\+56 2 7836 4513","+73 1259 6378",,,643000,5
"Luisa Otero Madera",27.169.138,4,,T8GdK88xBle361h,"\+56 2 8866 2116","+99 2984 2093",,fecha-1-2021,112000,3
"Daniela Carrasquillo Maya",10.607.363,7,,5Ih0SR1VnkFkfPS,"\+56 2 7899 3740","+98 5411 9844",,,-275000,7
"Adela Chavarría Quiñónez",8419924,9,,sI6zXlo1,"\+56 9 0857 2468",9010,,,-932000,1
"María del Carmen Miranda Rodríguez",27.227.863,0,,33qs7xCN,"\+56 9 8265 3966",7451,,fecha-12-2024,-351000,4
"Benjamín Bernal Badillo",6.149.315,0,,8u0UYr4lFf0KnS,"\+56 9 0278 1523","+90 2340 6514",,,-511000,10
"Sta. Blanca Lira Arenas",7726582,2,,euh5xLM4Ysxdn,"\+56 9 7775 6838",6249,,fecha-3-2023,755000,8
"Sr. Alberto Saiz Carbajal",10711076,6,,NvsDtP1fBcxun,"\+56 9 0008 6632","+59 4798 8380",,,218000,1
"Jorge Luis Monroy Arguello",1170830,7,,hADj94S6q,"\+56 9 2617 5846","+77 2528 6067",,fecha-3-2021,-179000,4
"Mónica Ornelas Mojica",9.969.493,4,,"nqHy16mxpCK example","\+56 9 2944 1097","+74 3355 3745",,fecha-2-2023,525000,1
"Sr. Eloisa Laureano Valle",9764827,4,,6LFu6UTbDQ,"\+56 2 6583 7783","+63 4473 2612",,fecha-12-2027,667000,6
"Sta. Esperanza Grijalva Alfaro",34.712.090,8,,"VpPpjlsZun8XrqX example","\+56 9 9240 6605",7361,,,-578000,2
"Sta. Alfonso Gutiérrez Ceballos",5777537,0,,"cp5LED3Y example","\+56 2 3088 4941",7217,,fecha-7-2020,-116000,6
"Federico Suárez Henríquez",29671869,5,,c8eQfkoswI,"\+56 2 1724 7558","+51 7811 4594",,,-137000,5
"Jesús Feliciano Castellanos",27033003,4,,"Okbr6a93r1uUcOSp example","\+56 2 4511 2785","+69 2518 4122",,fecha-10-2026,-228000,6
"Sta. Cristian Solorio Araña",3689015,9,,"tS6xcY9Dq6 example","\+56 2 8036 0728",7469,,,-994000,1
"Arturo Hurtado Lovato",29162909,2,,"WK8RROEWC1rm15 example","\+56 2 4202 6905",,,,-469000,7
"Sta. Clemente Corrales Bétancourt",4853294,5,,h1WbHKAhuk8O0I,"\+56 9 3248 0253","+90 9461 8217",,,153000,1
"Ana Duarte Alcántar",30.470.643,7,,"ded6Nd95 example","\+56 2 6360 2614","+92 4697 6427",,fecha-3-2023,586000,5
"Natalia Fierro Caballero",29844183,2,,acHX69v656Md,"\+56 2 8129 1041","+65 7490 5129",,,-862000,10
"Cristian Calderón Negrete",22641776,3,,NoACz505FhhWO3,"\+56 9 8932 1835","+57 4790 5743",,fecha-5-2026,-8000,9
"Rocio Hurtado Acuña",14418082,5,,"74rvZlbdu example","\+56 2 1352 6931","+53 7213 6917",,,38000,9
"Ignacio Badillo Guerrero",28.631.913,0,,"0WgSZgsFZ5SG example","\+56 2 2656 0545",6641,,,262000,9
"Enrique Urbina Mascareñas",1587370,6,,"kk07Y15TfLEv6 example","\+56 9 7820 1840","+75 3246 7765",,,-153000,3
"Pilar Feliciano Serna",7.610.295,0,,tF0l0bgVWKU,"\+56 2 8703 8887","+64 5163 4042",,fecha-8-2026,622000,4
"Alfonso Navarro Piña",19449722,8,,Mb6t7hkInDGUAy,"\+56 2 5998 0253","+58 8007 6102",,fecha-12-2027,-523000,9
"Sta. Mario Fierro Aponte",15064856,7,,JAzp1qhmD,"\+56 9 4424 2495","+76 3668 5934",,fecha-2-2024,-352000,8
"María Soledad Abeyta Griego",23579952,8,,PEMCg7N9hZ5t,"\+56 9 3936 9280",9416,,fecha-3-2021,199000,8
"Pablo Reyes Juárez",13.108.356,7,,"XCSk2KFHb example","\+56 2 2348 6713","+82 5786 9097",,fecha-10-2025,40000,1
"Gregorio de Jesús Aponte",5.697.755,7,,"GlM3mx3FXk7Ut example","\+56 9 6213 1431",,,fecha-8-2021,967000,5
"Ramiro Mendoza Nieves",1521299,7,,oasZj8gU9C,"\+56 2 1995 5068",,,fecha-11-2029,374000,8
"Lorenzo Galarza Castillo",3.823.506,5,,"yj5QKRQgmirMuMS example","\+56 9 2519 2670",1900,,,-152000,3
"Jacobo Adorno Pineda",511.441,1,,7DvNxE9Kowov,"\+56 2 3325 5828","+71 3284 5292",,,539000,5
"Felipe Vásquez Amador",20.669.568,1,,"hC1v85vZPYWDSp example","\+56 9 6138 6247","+95 2214 9995",,,-505000,10
"Graciela Velasco Rodríguez",12.010.708,5,,"cTJlZ7mqghmD example","\+56 9 0064 9094","+70 2209 4917",,,450000,1
"Adela Zapata Vaca",29.480.227,5,,G8A5XCmdyuVA,"\+56 9 3231 8144","+87 8353 3624",,,245000,1
"Mónica Griego Hinojosa",3149216,8,,QWJ1KYhsSHafUz,"\+56 9 3024 2637",2955,,,35000,4
"Marcos Tejada Segovia",2349300,8,,"r8rIXH6UKevOIlk example","\+56 2 2824 3268",5198,,,261000,1
"Daniela Franco Bahena",16616508,6,,1soECxZVB6li,"\+56 9 1156 3280",,,,659000,5
"Martín Ledesma Vélez",6.959.940,5,,"Jv8WBLUYLGPD example","\+56 2 4835 3825","+64 2061 2483",,,373000,10
"Cristobal Zamudio Ochoa",12036910,8,,"T44eqT7BUL6Sq4 example","\+56 9 4297 5783",4064,,,734000,3
"Sra. Adriana Archuleta Pacheco",26562781,0,,"ctrkEW08jBjd5X example","\+56 2 1122 8636",,,fecha-2-2021,760000,1
"Eduardo Camarillo Arguello",11298042,1,,"Ew06ei1B8 example","\+56 9 3025 2472","+99 6310 9685",,fecha-3-2030,253000,3
"Amalia Delgado Llamas",17.552.049,0,,"gU7qBha1cXaW9 example","\+56 2 9484 2630","+62 6104 4886",,,-695000,7
"Mateo Montaño Reyna",17885484,8,,Dh75zkYmZE,"\+56 9 1240 4865",6246,,,-813000,10
"Sra. Miguel Ángel Noriega Saucedo",31.883.171,8,,"Xa81W3fpR example","\+56 2 7779 4717","+92 3816 1167",,fecha-12-2020,622000,3
"Victoria Leiva Villagómez",20190870,5,,"UpCwfr991o7eLpD example","\+56 9 8301 8394",,,,369000,2
"Claudio Arevalo Armijo",495.085,5,,"ne7v0ceB example","\+56 2 7616 9030","+88 7413 5764",,,305000,7
"Elsa Alvarez Camacho",30.376.427,3,,GYuto7AHoM0OD,"\+56 2 0357 9468","+98 1699 9036",,fecha-9-2026,6000,6
"Juan Lara Esquibel",20148636,6,,"3J4xPb9bWEv1M3e example","\+56 2 0277 6853",,,fecha-2-2029,-891000,6
"María Eugenia Aranda Dávila",1421904,3,,ubasOKMabhYf9cd9,"\+56 9 9056 3380","+59 9812 3807",,,736000,1
"Jorge Luis Arellano Espino",28.441.780,3,,xL8vdx4rjnV4luhi,"\+56 2 0534 6403",,,,410000,7
"Mateo Montaño Reyna",17885484,8,,"Dh75zkYmZE example","\+56 9 1240 4865",6246,,,785000,10
"Sra. Virginia Tapia Quintana",27.044.496,4,,"ZtnDLuIb6 example","\+56 2 0939 1305","+78 4275 3635",,,993000,4
"Timoteo Maldonado Toledo",17182624,7,,OCx4ycpNR1cKekA,"\+56 2 0576 8599",9973,,fecha-2-2020,-679000,6
"Sr. Gonzalo Guerra Verdugo",11.462.223,6,,"RsLApp5W51hDplR example","\+56 9 0102 0315","+64 5757 6834",,,512000,3
"Felipe Haro Grijalva",18088862,9,,"4BlNAu9JydS0EQr example","\+56 2 4430 4746","+99 4471 3942",,fecha-4-2020,613000,6
"Daniel Garay Córdova",33.973.748,5,,gXup6BqBzaB8cM,"\+56 9 8836 7880","+55 1473 6194",,fecha-9-2029,-36000,6
"Salvador Merino Bonilla",14111440,3,,"2S3QrMYvJpa example","\+56 9 1473 6260","+61 2741 8662",,fecha-5-2021,-450000,8
"Jesús Pérez Villaseñor",4.159.770,0,,"OSdrdaob8 example","\+56 9 9596 4630",5897,,fecha-12-2024,612000,5
"Adán Maya Mayorga",25.300.325,4,,GD8G4iTQ7syX,"\+56 2 2040 1703","+55 4019 6415",,,-521000,7
"Lucia Hernández Arredondo",23824026,7,,"6W6ntQLWfieS example","\+56 9 7591 4402",,,,-828000,1
"Sra. Barbara Oquendo Alva",22.329.725,0,,"oUNIVQ0aCbUSvpp example","\+56 9 4339 3581","+68 5731 7830",,,353000,6
"Federico Roybal Olivas",3.236.542,7,,"CxFX9BDGEAzflyG example","\+56 2 3030 1049","+72 7667 4902",,,-837000,5
"Guillermo Sierra Galindo",10985769,6,,"qO0XetyexO example","\+56 9 4248 5016","+87 2000 6872",,fecha-1-2025,469000,8
"Eva Terrazas Barrientos",26.056.668,4,,"sFcbE4IWLpAIG example","\+56 9 6922 4542","+77 8872 7828",,,-438000,2
"Federico Suárez Henríquez",29671869,5,,c8eQfkoswI,"\+56 2 1724 7558","+74 7337 9338",,,-656000,6
"Sra. Mateo Bustos Barragán",14307125,8,,qRu0nDt5,"\+56 2 4571 7385",462,,,652000,10
"Gonzalo Quiroz Llamas",15755695,1,,h4OS9WieOU,"\+56 9 9109 1704","+84 3568 4000",,,-687000,7
"César Echevarría Valdivia",20.383.067,7,,33I5RMrjIJle5xb7,"\+56 9 6112 0586",4204,,,629000,1
"Sr. Eduardo Guzmán Estrada",17.814.443,4,,"iZCaS7h3XWzeyv example","\+56 9 4819 9082","+67 5822 9848",,fecha-4-2028,-667000,1
"Olivia Urrutia Delrío",9781681,4,,7wCEicXF8BQ9,"\+56 2 3922 3081",5541,,,560000,5
"Sta. Jerónimo Villalobos Flores",16828297,8,,81JtcerGDmTASo,"\+56 9 9222 4289","+81 5212 3370",,,-164000,10
"Sra. Mateo Bustos Barragán",14307125,8,,"qRu0nDt5 example","\+56 2 4571 7385","+74 6460 9730",,fecha-10-2021,787000,1
"Alfonso Razo Vázquez",5.544.199,0,,"WNi6sBt11RQbJiqr example","\+56 9 8004 7389","+93 8054 9549",,fecha-2-2025,-324000,4
"José Emilio Mercado Jáquez",16.677.674,8,,"YJXyz86SYj example","\+56 9 8944 4049","+68 9552 9183",,,-422000,9
"Leticia Sotelo Leyva",27975851,7,,"x2oaUfJVsIL9av example","\+56 9 4705 4845",1546,,fecha-5-2022,-18000,4
"Nicolás Peña Rosado",1.273.917,6,,"QyJQ76U2MLl example","\+56 9 5404 4153",9091,,fecha-3-2024,-430000,6
"Sra. Rosario Cortés Abrego",22.534.080,4,,f0yaXl6ZPyk78B,"\+56 9 2690 9594",4092,,fecha-7-2026,-965000,3
"Ana Madrigal Rubio",10437907,5,,"kUJU2ZSig30T1Xk example","\+56 9 9998 6985","+61 7172 9618",,fecha-10-2027,129000,7
"Sr. Lilia Garibay Farías",15.419.847,9,,"9Fm54ZnBIZ example","\+56 9 8158 9509","+54 8223 6566",,,455000,3
"Enrique Urbina Mascareñas",1.683.599,6,,"kk07Y15TfLEv6 example","\+56 9 7820 1840","+59 5550 8798",,fecha-3-2030,-931000,6
"Cecilia Arevalo Riojas",14400908,1,,VlJjRxs8moQp,"\+56 2 0370 9455",9695,,fecha-5-2020,442000,9
"Sta. Sergio Jáquez Amaya",2.827.511,5,,"7Tpo8iLf example","\+56 9 3949 9515",927,,fecha-5-2028,144000,10
"Teodoro Toro Altamirano",28543121,4,,8TySy5SWjV4ShuvF,"\+56 9 9949 8005","+70 1292 7091",,fecha-9-2029,256000,9
"Sergio Vázquez Sandoval",25.279.732,5,,"aJddK9goDR example","\+56 9 4316 4493","+75 7090 1148",,fecha-8-2024,750000,7
"Gabriela Aponte Alvarez",21.527.947,3,,QHt98suJQgB,"\+56 2 5001 8883","+94 6476 1777",,fecha-2-2024,-987000,7
"Julio César Salgado Águilar",9079069,5,,"6sjHb2ERj example","\+56 2 3287 3452","+89 9945 5618",,fecha-6-2028,934000,6
"María Luisa Grijalva Armendáriz",1.158.942,7,,QuDV43ux,"\+56 2 4717 0778","+82 3487 5265",,,490000,3
"Víctor Galindo Muñiz",11806200,5,,"agkQk0xK example","\+56 2 6394 6474","+79 8218 9107",,fecha-6-2030,226000,1
"Sra. Ramona Suárez Bravo",18815532,5,,8xw48bCNY566u,"\+56 2 7589 4254","+65 7060 5654",,,-904000,6
"Conchita Miranda Rodarte",21857984,8,,7KOUXVlGv2tA,"\+56 9 4281 2497","+60 7892 2848",,,406000,9
